CIF,TRANSACTIONCODE,CUSTOMERTYPE,BIRTHDATE
10784676,D109301,0,1360/03/16
10784890,D109301,0,1349/11/01
10785129,D109301,0,1350/09/13
10786085,C107012,0,1365/05/24
10786085,D109301,0,1365/05/24
107888,C107012,0,1360/06/30
10789527,D106601,0,1363/07/20
10790806,D109301,0,1356/04/01
10798031,D109301,0,1350/06/20
10801249,D109301,0,1348/01/20
10802395,D109301,0,1359/06/08
10802437,D109301,0,1377/02/21
10803666,D109301,0,1350/06/10
10803914,D109301,0,1357/06/30
10804540,D109301,0,1301/01/01
10804938,D109301,0,1352/01/01
10809036,D109301,0,1354/01/06
1081108,D109301,0,1342/12/25
10812667,D109301,0,1359/04/15
10814903,D109301,0,1362/11/19
10815249,D109301,0,1349/08/25
10815488,D109301,0,1363/01/26
10815512,0,0,1363/05/03
1082155,D109301,0,1330/07/02
108225,D109301,0,1363/06/30
108225,0,0,1363/06/30
108274,D109301,0,1373/02/17
1082767,D109301,0,1367/02/29
10827921,C107012,0,1342/08/02
108290,D109301,0,1350/03/29
1082916,C107012,0,1334/08/04
10835759,D109301,0,1351/06/18
10836096,D109301,0,1355/06/14
10836492,D109301,0,1358/07/23
10838357,D106601,0,1357/01/22
10838357,D109301,0,1357/01/22
1083955,D109301,0,1330/01/10
1084052,D109301,0,1356/01/01
10846483,D109301,0,1348/08/05
108498,C107012,0,1333/09/01
108498,D109301,0,1333/09/01
10859452,D109301,0,1359/07/01
10862605,C107012,0,1348/03/15
1086305,D109301,0,1363/10/06
10879120,D109301,0,1363/01/01
10879237,D109301,0,1348/01/03
108795,D109301,0,1349/12/09
10879740,D109301,0,1364/01/06
108803,D109301,0,1358/04/16
10880417,D109301,0,1365/01/05
10880516,D109301,0,1366/02/03
10880987,D109301,0,1364/06/20
10882108,D109301,0,1349/12/08
10882140,D109301,0,1339/02/07
10882967,D109301,0,1360/06/15
10883072,D109301,0,1361/01/23
10883148,D109301,0,1362/01/27
10883502,D109301,0,1363/08/26
10885499,D109301,0,1357/06/01
10885507,D109301,0,1358/06/01
10889152,D109301,0,1366/03/30
10889244,D109301,0,1364/05/11
10889285,D109301,0,1364/06/30
10889509,D109301,0,1363/06/30
1088970,D109301,0,1326/03/19
10889921,D109301,0,1339/06/02
10889947,D109301,0,1356/06/10
10890812,D109301,0,1362/06/01
10892545,D109301,0,1340/05/25
10893592,D109301,0,1360/03/14
10894210,D109301,0,1359/08/28
108951,D109301,0,1353/09/18
108977,D109301,0,1350/05/22
10898179,D109301,0,1364/04/28
10899185,D109301,0,1362/03/14
109,D109301,0,1362/11/10
10900140,D109301,0,1356/06/15
10901031,D109301,0,1359/06/20
10901296,D109301,0,1362/06/25
1090158,C107012,0,1330/03/09
1090158,D109301,0,1330/03/09
109025,D109301,0,1325/06/01
10903540,D109301,0,1357/03/06
10910214,D109301,0,1347/01/31
10913234,D109301,0,1352/01/16
10913713,D109301,0,1358/07/01
10916070,D109301,0,1357/03/31
10917557,0,0,1359/06/25
10919751,D106601,0,1301/01/01
10920643,D109301,0,1352/11/19
10921682,D109301,0,1366/01/03
1092238,C107012,0,1318/10/15
1092238,D109301,0,1318/10/15
10925311,D109301,0,1301/01/01
10925311,D109301,0,1348/03/01
10928018,D109301,0,1365/02/01
10929875,D109301,0,1362/11/01
10933471,D109301,0,1364/02/01
1093525,D109301,0,1335/08/29
10935963,D109301,0,1359/06/14
1094093,D109301,0,1324/08/19
10948990,D109301,0,1348/04/15
10949071,D109301,0,1359/06/30
1094978,D109301,0,1336/10/22
10949907,D109301,0,1364/06/24
10949980,D109301,0,1329/11/12
10950061,D109301,0,1352/05/09
10950228,C107012,0,1332/04/28
10950277,C107012,0,1348/09/25
10950277,D109301,0,1348/09/25
10950566,D109301,0,1337/01/04
10950574,C107012,0,1340/01/01
10950574,D109301,0,1340/01/01
10950665,D109301,0,1361/06/31
10951226,D109301,0,1358/06/19
10951440,C107012,0,1347/01/01
10951648,D109301,0,1359/02/20
10951739,C107012,0,1329/08/10
10952208,C107012,0,1353/01/01
10952612,C107012,0,1345/09/02
10952612,D109301,0,1345/09/02
10952976,C107012,0,1308/07/06
10953255,D109301,0,1365/06/30
10954774,D109301,0,1333/10/12
10954980,C107012,0,1374/06/01
10955011,D109301,0,1366/06/18
10955227,C107012,0,1357/06/25
10955490,D109301,0,1343/04/10
10960656,C107012,0,1334/06/25
10960656,D109301,0,1334/06/25
10960698,D106601,0,1341/06/20
10961050,D109301,0,1372/12/05
10961266,0,0,1354/01/02
10961720,D109301,0,1351/06/18
10961951,D109301,0,1367/03/08
10962314,D109301,0,1374/04/27
10962967,D109301,0,1361/06/27
10963163,D109301,0,1326/11/05
10963254,D109301,0,1327/08/14
10963296,C107012,0,1340/04/01
10963296,D106601,0,1340/04/01
10963296,D109301,0,1340/04/01
10963379,D109301,0,1348/04/08
10963460,D109301,0,1341/08/10
1096353,D109301,0,1327/02/23
10963866,C107012,0,1355/10/04
10964070,D109301,0,1361/05/15
10964450,D109301,0,1343/01/15
10964500,D109301,0,1340/02/06
10964575,D109301,0,1339/06/09
10964591,D109301,0,1324/02/31
10964641,C107012,0,1358/05/30
10964856,D109301,0,1338/06/14
10965432,C107012,0,1366/11/10
10965440,C107012,0,1337/07/01
10965440,D109301,0,1337/07/01
10965465,C107012,0,1348/09/23
10965549,D109301,0,1345/03/23
10965556,D109301,0,1358/04/10
10965747,0,0,1360/12/12
10965945,C107012,0,1370/06/17
10966042,C107012,0,1366/06/18
10966224,D109301,0,1338/03/06
10966745,D109301,0,1334/10/20
10966844,C107012,0,1351/06/05
10966877,D106601,0,1347/12/13
10967149,D109301,0,1362/02/01
10967388,C107012,0,1336/08/18
10967560,C107012,0,1359/06/30
10967636,D109301,0,1353/12/25
10967883,C107012,0,1360/04/17
10967925,D109301,0,1334/06/01
10967990,D109301,0,1348/07/23
10968659,C107012,0,1338/05/02
10968782,D109301,0,1363/11/04
10969350,D109301,0,1360/06/31
10969418,D109301,0,1328/01/01
10969681,D109301,0,1366/06/07
10970887,D109301,0,1341/05/25
10971000,C107012,0,1364/03/12
10971737,D109301,0,1359/03/01
10971927,C107012,0,1363/05/31
10972024,C107012,0,1360/12/16
10972024,D109301,0,1360/12/16
10972149,C107012,0,1334/06/03
10972149,D106601,0,1334/06/03
10972164,D109301,0,1377/02/20
10972339,D109301,0,1348/04/10
10972453,C107012,0,1347/10/09
10972453,D109301,0,1347/10/09
10972511,C107012,0,1352/08/30
10972743,D109301,0,1346/05/28
10973527,D109301,0,1352/06/01
10974327,D109301,0,1348/06/12
10974392,D109301,0,1371/03/15
10974889,C107012,0,1332/07/01
10974889,D109301,0,1332/07/01
10974954,D109301,0,1364/06/26
10975324,D109301,0,1359/06/29
10975456,C107012,0,1322/08/01
10975456,D106601,0,1322/08/01
10975605,D109301,0,1367/03/29
10976108,C107012,0,1370/05/09
10976108,D109301,0,1370/05/09
10976108,0,0,1370/05/09
10976546,C107012,0,1351/04/21
10976835,C107012,0,1312/12/01
10977718,D109301,0,1360/06/14
10977783,D109301,0,1358/04/05
10977858,D109301,0,1354/06/31
10977932,D109301,0,1324/03/14
1097823,C107012,0,1319/07/09
10978302,D109301,0,1340/01/01
10979086,D109301,0,1362/04/14
10979219,D109301,0,1354/01/01
10979672,C107012,0,1357/10/23
10980324,D109301,0,1339/02/01
10980373,D106601,0,1372/06/01
10980597,C107012,0,1332/05/25
10980613,D109301,0,1344/01/20
10980951,D109301,0,1361/01/28
10981090,C107012,0,1365/06/26
10982106,D106601,0,1339/01/01
10982106,D109301,0,1339/01/01
10982114,D109301,0,1346/06/05
10982239,D106601,0,1349/06/30
10982759,D109301,0,1333/06/22
10982973,D109301,0,1329/02/13
10983039,D109301,0,1342/01/10
10983427,D109301,0,1362/06/18
10984151,C107012,0,1327/11/14
10984581,C107012,0,1334/03/07
10984599,C107012,0,1336/07/01
10984599,D109301,0,1336/07/01
10984821,D109301,0,1369/10/23
10985984,C107012,0,1366/04/02
10985984,D109301,0,1366/04/02
10986073,C107012,0,1362/05/12
1098847,D109301,0,1345/01/01
10990547,C107012,0,1368/12/06
10990588,D109301,0,1351/09/03
10990687,D109301,0,1339/04/17
10991735,D109301,0,1374/05/19
10991867,D109301,0,1361/06/20
10992402,D109301,0,1354/12/20
10993061,D109301,0,1359/06/31
10993103,D109301,0,1333/11/24
10994366,C107012,0,1347/01/01
10994663,D109301,0,1364/01/13
10994721,D109301,0,1373/11/13
10994820,C107012,0,1348/01/03
10994895,D109301,0,1330/02/16
10995074,C107012,0,1350/01/01
10995413,D109301,0,1321/08/02
10995694,D109301,0,1364/02/16
10995744,D109301,0,1338/06/01
10996114,D109301,0,1335/07/05
10996460,D109301,0,1352/05/04
10996510,D109301,0,1346/06/05
10996569,0,0,1350/01/28
10996924,D109301,0,1345/01/15
10997120,D109301,0,1361/04/01
10997138,D109301,0,1388/05/20
10997146,D109301,0,1372/09/25
10997161,C107012,0,1361/01/01
10997484,D109301,0,1369/02/18
10997880,D109301,0,1353/10/20
10998136,D109301,0,1331/05/01
10998201,0,0,1372/07/23
10998649,D109301,0,1359/11/20
10998656,D109301,0,1359/01/15
10999340,D109301,0,1351/01/07
10999795,C107012,0,1341/04/03
10999852,D109301,0,1346/03/07
11000072,C107012,0,1338/01/11
11000080,D109301,0,1358/11/01
11000346,D109301,0,1381/04/18
11000429,D109301,0,1353/06/28
11000445,C107012,0,1333/08/06
11000445,D109301,0,1333/08/06
11000981,D109301,0,1365/05/30
11001542,D106601,0,1359/06/12
11001724,C107012,0,1364/11/16
11001831,C107012,0,1339/09/28
11002128,C107012,0,1335/09/01
11002128,D109301,0,1335/09/01
11002144,C107012,0,1356/05/28
11003464,C107012,0,1374/04/06
11004090,D109301,0,1361/06/25
11004710,0,0,1355/08/04
11005303,C107012,0,1358/01/10
11005840,D109301,0,1363/01/01
11006392,C107012,0,1346/06/22
11006483,D109301,0,1350/11/04
11006723,D109301,0,1362/06/25
11006822,D109301,0,1361/01/01
11006947,D109301,0,1338/11/09
11007622,D109301,0,1347/09/14
11007986,D109301,0,1339/01/01
11008117,D109301,0,1348/01/01
11008885,D109301,0,1344/02/12
11009255,D109301,0,1354/04/15
11009347,D109301,0,1361/11/22
110106,D109301,0,1356/10/03
11010907,D109301,0,1357/04/13
11012002,D109301,0,1365/04/16
110122,D109301,0,1349/03/12
11013489,D109301,0,1358/09/26
11013778,D109301,0,1358/11/12
11013844,D109301,0,1364/03/07
11015708,D109301,0,1360/04/06
11016342,D109301,0,1349/06/01
11016417,D109301,0,1363/03/31
11016425,C107012,0,1361/01/09
11016631,D109301,0,1331/01/24
11016714,D109301,0,1357/10/15
11016722,D109301,0,1336/01/02
11016805,C107012,0,1312/12/01
11016821,D109301,0,1366/04/30
11017035,D109301,0,1358/01/15
11017837,D109301,0,1353/08/25
11018157,D109301,0,1349/06/30
11018561,0,0,1364/07/29
11018595,D109301,0,1337/08/18
11018728,C107012,0,1335/09/30
11018751,D109301,0,1343/03/15
11019288,D109301,0,1359/09/01
11019304,D109301,0,1372/01/18
11019700,D109301,0,1347/05/05
11020245,0,0,1360/12/06
11020419,C107012,0,1368/05/01
11020419,D109301,0,1368/05/01
11020583,C107012,0,1375/09/09
11020831,D109301,0,1364/09/18
11021086,0,0,1335/12/26
11021094,D109301,0,1363/06/24
11022274,D109301,0,1352/01/01
11022399,C107012,0,1347/04/16
11022456,D109301,0,1363/12/09
11022555,D109301,0,1347/05/01
11022670,D109301,0,1367/06/21
11022860,D109301,0,1334/06/06
1102342,D109301,0,1319/07/05
11024072,D109301,0,1364/06/04
11024270,D109301,0,1328/11/11
11024676,D109301,0,1360/03/10
11024734,D109301,0,1358/04/26
11025095,D109301,0,1336/06/01
11025459,D109301,0,1333/01/27
11025616,D109301,0,1357/04/03
11025616,D109301,0,1357/04/30
11025616,D109301,0,1357/05/01
11025988,D109301,0,1380/07/24
11026036,C107012,0,1350/01/03
11026069,D109301,0,1364/04/07
11026085,D109301,0,1379/06/14
11026481,D109301,0,1359/01/06
11026580,D106601,0,1352/04/02
11026739,C107012,0,1353/03/16
11026903,D109301,0,1323/06/01
11027430,D109301,0,1356/04/01
11027729,C107012,0,1359/11/28
11027729,D109301,0,1359/11/28
11027737,D109301,0,1327/05/20
11027836,C107012,0,1363/01/28
11027976,D109301,0,1357/05/04
11028057,D109301,0,1337/01/10
11028321,D109301,0,1374/01/01
11028354,D109301,0,1363/06/24
11028875,D106601,0,1345/11/02
11028941,D106601,0,1345/11/02
11029261,D109301,0,1332/03/29
11029402,C107012,0,1330/10/10
11029402,D109301,0,1330/10/10
11030020,D109301,0,1338/07/10
11030137,C107012,0,1356/05/13
11030152,D109301,0,1340/06/10
11030277,C107012,0,1342/01/24
11030350,D109301,0,1333/01/18
11030475,D109301,0,1336/09/01
11030608,C107012,0,1332/11/10
11030608,D106601,0,1332/11/10
11030897,D109301,0,1353/04/08
11030962,C107012,0,1360/04/05
11031531,D109301,0,1352/12/20
11031788,C107012,0,1379/05/02
11032059,D109301,0,1352/05/07
11032059,0,0,1352/05/07
11032364,C107012,0,1354/06/31
11032620,D109301,0,1348/05/28
11033164,D109301,0,1366/05/05
11035110,D109301,0,1361/05/24
1103829,D109301,0,1329/04/12
11038338,C107012,0,1342/06/31
11038379,C107012,0,1332/09/20
11038379,D109301,0,1332/09/20
11038635,D104701,0,1345/03/31
11038692,D109301,0,1366/04/28
11038718,D109301,0,1359/11/15
11039054,D109301,0,1366/01/08
11039328,D109301,0,1357/05/15
11039401,C107012,0,1350/06/20
11039542,D109301,0,1336/08/12
11039674,C107012,0,1345/12/23
11039674,D109301,0,1345/12/23
11039724,D109301,0,1316/08/25
11040003,D109301,0,1335/11/15
11040029,D109301,0,1350/04/08
11040367,0,0,1361/05/04
11040391,D109301,0,1343/01/03
11040425,D109301,0,1334/01/12
11040573,C107012,0,1315/05/18
11040573,D109301,0,1315/05/18
11041357,D109301,0,1334/10/02
11042041,D106601,0,1349/10/14
11042231,D109301,0,1337/05/03
11042652,D109301,0,1387/02/11
11043015,D109301,0,1361/11/12
11043460,D109301,0,1355/08/16
11043882,C107012,0,1358/02/18
11044039,D109301,0,1350/02/06
11044203,D109301,0,1356/05/26
11044229,D104701,0,1359/07/29
11044880,0,0,1359/06/17
11045655,D109301,0,1360/11/16
11045754,D109301,0,1353/06/03
11046166,D109301,0,1361/11/23
11046414,0,0,1359/04/02
11046810,D109301,0,1367/06/05
11047164,D109301,0,1362/05/07
11048303,C107012,0,1323/04/29
11048303,D106601,0,1323/04/29
11048303,D109301,0,1323/04/29
11048527,C107012,0,1330/07/01
11048576,D109301,0,1354/09/20
11048782,D109301,0,1347/03/01
11049533,C107012,0,1366/10/05
11049780,C107012,0,1364/02/24
11050457,0,0,1359/09/27
11051794,0,0,1374/06/08
11051836,D109301,0,1354/07/01
11052024,C107012,0,1327/03/06
11052024,D109301,0,1327/03/06
11052990,D109301,0,1357/02/19
11053089,C107012,0,1354/07/25
11053170,D109301,0,1365/12/05
11053477,D109301,0,1363/01/01
11053600,D109301,0,1346/10/03
11054145,D109301,0,1363/06/30
11054160,D109301,0,1338/05/01
11054301,C107012,0,1364/02/14
11054590,D109301,0,1354/06/16
11054632,D109301,0,1371/09/10
11054715,D109301,0,1367/03/21
11054814,C107012,0,1333/09/03
11054905,C107012,0,1364/05/05
11054962,C107012,0,1366/04/15
11054962,D109301,0,1366/04/15
11055100,D106601,0,1369/05/08
11055100,D109301,0,1369/05/08
11055456,D109301,0,1358/07/01
11055696,C107012,0,1366/04/13
11055746,D109301,0,1355/02/27
11055936,D109301,0,1339/02/10
11056454,D109301,0,1367/12/08
11057262,D109301,0,1349/02/02
11057734,D109301,0,1366/01/04
11058039,C107012,0,1330/08/10
11058054,C107012,0,1338/03/24
11058054,D109301,0,1338/03/24
11058914,D109301,0,1339/03/06
11059235,D109301,0,1364/06/30
11059235,0,0,1364/06/30
11059359,C107012,0,1356/12/19
11059425,D109301,0,1353/11/09
11060050,D109301,0,1352/10/28
11060233,D109301,0,1342/10/02
11060480,C107012,0,1329/10/15
11060928,C107012,0,1328/06/10
11060928,D109301,0,1328/06/10
11061579,C107012,0,1329/07/25
11061835,C107012,0,1362/11/12
11061991,D130088,0,1359/05/01
11062627,C107012,0,1351/04/06
11062981,D109301,0,1336/04/08
11063237,C107012,0,1323/11/15
11063237,D109301,0,1323/11/15
11063484,D109301,0,1357/07/01
11064375,D109301,0,1325/04/06
11064441,D106601,0,1345/06/02
11064441,D109301,0,1345/06/02
11064748,C107012,0,1339/05/10
11064862,C107012,0,1329/11/20
11065372,D109301,0,1370/01/05
11065562,C107012,0,1372/11/11
11065950,D109301,0,1340/04/17
11066198,C107012,0,1344/06/09
11066214,D109301,0,1360/06/20
11066693,C107012,0,1349/04/28
110668,D109301,0,1359/06/31
11067006,C107012,0,1352/05/24
11067287,D109301,0,1349/10/18
11068335,D109301,0,1336/01/01
11068772,C107012,0,1326/02/25
11068855,D109301,0,1359/07/01
11069325,C107012,0,1325/01/03
11069325,D109301,0,1325/01/03
11069606,C107012,0,1360/10/24
11069739,D109301,0,1350/06/19
11069853,D109301,0,1343/03/13
11070133,D109301,0,1336/12/27
11072402,C107012,0,1330/04/12
11072402,D106601,0,1330/04/12
11072410,D109301,0,1335/05/27
11072444,D109301,0,1339/10/26
11072683,D109301,0,1348/06/15
11073350,D109301,0,1335/04/04
11073400,0,0,1348/01/11
11073590,D109301,0,1360/06/10
11073913,D109301,0,1332/05/14
11074085,D109301,0,1348/05/01
11074150,C107012,0,1341/07/01
11074382,D109301,0,1357/02/08
11075157,C107012,0,1334/08/14
11075207,D109301,0,1366/11/22
11075421,C107012,0,1360/02/16
11075850,D109301,0,1317/01/04
11076205,C107012,0,1322/08/10
11076205,D109301,0,1322/08/10
11076403,D109301,0,1351/12/01
11076973,C107012,0,1364/10/03
11077476,0,0,1361/06/01
11077948,D109301,0,1342/02/14
11078441,D109301,0,1338/05/04
11078615,D106601,0,1369/05/05
11079092,D109301,0,1360/06/25
11079522,D109301,0,1346/10/01
11079613,D109301,0,1338/06/16
11079639,D109301,0,1350/07/01
11079696,C107012,0,1361/06/25
11079902,C107012,0,1351/06/19
11080025,D109301,0,1338/04/16
11080116,D109301,0,1333/01/05
11080421,D109301,0,1312/03/07
11080827,D109301,0,1366/03/14
11080975,D106601,0,1366/10/19
11081049,D109301,0,1338/10/09
11081288,D109301,0,1366/12/28
11081387,D109301,0,1352/06/01
11081395,D109301,0,1372/04/16
11081460,C107012,0,1357/05/02
11081478,D109301,0,1380/02/04
11081775,D109301,0,1346/12/04
11081841,D109301,0,1347/02/05
11081858,D109301,0,1344/04/19
11081916,C107012,0,1348/03/01
11082195,C107012,0,1339/04/02
11082195,D109301,0,1339/04/02
11082328,C107012,0,1331/03/24
11082948,D109301,0,1316/10/04
11082963,D109301,0,1355/06/21
11083011,C107012,0,1331/08/02
11083185,C107012,0,1359/11/16
11083235,D109301,0,1370/01/06
11083532,C107012,0,1344/01/10
11083532,D109301,0,1344/01/10
11083698,D109301,0,1362/06/24
11084985,D109301,0,1358/06/30
11086626,D109301,0,1367/10/20
11086766,D109301,0,1359/02/14
11088903,D109301,0,1361/12/29
11097664,D109301,0,1335/06/13
11098290,D109301,0,1354/01/01
11098308,C107012,0,1341/01/01
11098498,D109301,0,1331/01/28
11098878,C107012,0,1334/01/28
11098886,C107012,0,1339/06/13
11098886,D109301,0,1339/06/13
11099157,D109301,0,1330/02/10
11099413,D109301,0,1334/01/14
11099991,D109301,0,1369/07/18
11100385,C107012,0,1353/06/30
11100385,D109301,0,1353/06/30
11100559,C107012,0,1347/10/21
11101342,D109301,0,1351/04/08
11101839,D109301,0,1359/06/10
11102357,D109301,0,1336/03/11
11102795,D109301,0,1339/02/06
11103314,C107012,0,1344/02/01
11104171,D109301,0,1345/03/12
11104247,D109301,0,1363/06/18
11104569,D109301,0,1361/10/19
11104817,C107012,0,1342/09/14
11104817,D109301,0,1342/09/14
11104908,D109301,0,1334/10/21
11105632,D109301,0,1348/11/28
11105798,C107012,0,1366/01/01
11105855,D109301,0,1319/01/20
11105970,D109301,0,1340/11/02
11106432,C107012,0,1349/06/15
11106457,D109301,0,1349/06/01
11106614,D109301,0,1362/03/04
11106895,D109301,0,1366/09/23
11106929,0,0,1357/07/01
11107026,D109301,0,1356/02/21
11107034,D109301,0,1348/04/01
11107315,C107012,0,1366/05/03
11107745,D109301,0,1341/08/01
11107950,C107012,0,1309/03/03
11107950,D109301,0,1309/03/03
11108438,D109301,0,1331/07/10
11108479,D109301,0,1330/07/10
11108610,C107012,0,1323/04/17
11108784,C107012,0,1359/05/28
11109022,C107012,0,1350/12/21
11109345,D109301,0,1353/03/15
11109543,D109301,0,1358/09/19
11109634,C107012,0,1339/06/16
11109634,D106601,0,1339/06/16
11109675,D109301,0,1311/11/05
11109766,D109301,0,1370/01/24
11109774,D109301,0,1335/07/10
11109782,C107012,0,1336/10/01
11109782,D109301,0,1336/10/01
11110483,D109301,0,1352/04/03
11110525,C107012,0,1359/11/01
11110624,D109301,0,1373/01/09
11110749,D109301,0,1367/10/20
11110947,D109301,0,1359/06/28
11111275,D109301,0,1325/02/01
11111630,D109301,0,1353/06/31
11111655,D109301,0,1349/02/15
11111754,D109301,0,1312/02/28
11111879,C107012,0,1365/11/15
11111879,D106601,0,1365/11/15
11111911,D109301,0,1373/02/15
11112349,C107012,0,1339/11/05
11112463,D109301,0,1357/09/25
11112786,C107012,0,1346/06/20
11112786,D109301,0,1346/06/20
11112901,C107012,0,1346/03/15
11113453,C107012,0,1317/10/28
11113800,C107012,0,1326/01/01
11114147,D109301,0,1365/04/16
11114188,D109301,0,1366/02/20
11114519,D109301,0,1363/01/21
111146,D109301,0,1344/07/01
11114675,D109301,0,1340/02/10
11115623,C107012,0,1340/11/01
11115946,0,0,1360/06/31
11116456,C107012,0,1355/06/09
11116613,D109301,0,1356/06/17
11116761,D109301,0,1342/02/09
11116860,D109301,0,1365/04/05
11117314,D109301,0,1362/03/28
11117587,C107012,0,1350/11/24
11117785,D109301,0,1353/04/30
11117876,D109301,0,1362/03/30
11118494,C107012,0,1344/10/01
11118494,D109301,0,1344/10/01
11118908,D109301,0,1334/11/04
11118999,D109301,0,1342/05/07
11119351,C107012,0,1337/01/01
11119476,D109301,0,1366/04/28
11119518,D109301,0,1328/11/18
11119765,0,0,1359/06/18
11119864,D109301,0,1346/01/24
11120748,C107012,0,1359/03/04
11120946,C107012,0,1369/12/14
11121035,D109301,0,1342/10/25
11121290,C107012,0,1338/06/20
11121597,D109301,0,1336/06/31
11121613,C107012,0,1369/04/25
11121704,C107012,0,1363/05/15
11121704,D109301,0,1363/05/15
11122314,C107012,0,1354/03/07
11122801,D109301,0,1346/02/02
11123007,C107012,0,1330/04/01
11123031,C107012,0,1361/02/15
11123031,D109301,0,1361/02/15
11123080,D109301,0,1344/01/26
11123486,C107012,0,1338/01/19
11123551,D109301,0,1354/02/14
11123601,C107012,0,1362/10/12
11123643,D104701,0,1380/06/14
11123726,D109301,0,1369/03/27
11124484,D109301,0,1371/05/03
11124880,C107012,0,1338/01/02
11124997,0,0,1344/05/01
11125762,D109301,0,1328/08/10
11125788,C107012,0,1338/04/03
11126059,D109301,0,1351/06/25
11126067,D109301,0,1347/01/01
11126232,C107012,0,1353/04/26
