CIF,CUSTOMERTYPE,BIRTHDATE,POSTALCODE
30237663,2,10/10/2010,1483775161
30239198,2,10/2/2011,1985746353
30239594,2,9/7/2003,4616159935
30240410,2,2/25/2014,8916917538
30242234,2,12/15/2015,7941975218
30242960,2,5/24/2009,1917753693
30244131,2,6/1/2019,9185343419
30244636,2,12/19/2011,7941897149
30245039,2,1/27/2016,1481773987
30245369,2,1/13/2020,1631674414
30245617,2,2/7/2015,9187683738
30245781,2,2/26/2018,1553817734
30245963,2,4/24/2012,5154917963
30246367,2,10/3/2016,1681949416
30248306,2,4/5/2008,1559637317
30249502,2,12/23/1998,6817716866
30249916,2,4/6/2016,1556915536
30251003,2,5/6/2003,1939863349
30251128,2,3/2/2020,1371873687
30253744,2,3/4/2018,1913776481
30256671,2,4/28/2020,1371879384
30256770,2,12/16/2007,1435865311
30258354,2,8/20/2008,7619636933
30259337,2,12/6/2008,1561613339
30260616,2,6/27/2020,1964935951
30261218,2,4/25/2020,1386833994
30261614,2,12/5/2018,1969735536
30261713,2,3/14/2020,1618866861
30262802,2,11/29/2015,1516734518
30263628,2,6/30/2013,4571138419
30265235,2,7/1/2013,1466994585
30266605,2,4/10/2017,1139717421
30266639,2,7/6/1995,7617199688
30266712,2,3/28/2020,1969614595
30268452,2,3/3/2018,1985834695
30268742,2,12/21/1957,1516694811
30270920,2,11/4/2018,1987974537
30271217,2,1/3/2015,1553933917
30272132,2,8/22/2001,5178663148
30272181,2,4/28/2018,1678695179
30272215,2,12/27/2011,3413663858
30272223,2,12/26/1983,4614671798
30274310,2,10/16/2012,1473845716
30274633,2,4/14/2020,6715664544
30279053,2,1/26/2013,1533686881
30280721,2,6/18/2013,1471791886
30280952,2,3/16/2017,4917846735
30281026,2,9/4/2004,3714196666
30283188,2,7/31/2018,9188869584
30283428,2,9/7/2005,1466943956
30284319,2,6/2/1996,1435914988
30284731,2,5/24/2017,1518814744
30285324,2,5/23/2002,1913784414
30286157,2,10/14/2008,1919817439
30286579,2,10/28/2002,1586856713
30287445,2,6/18/2011,1834175551
30287775,2,1/12/2020,5183718443
30289391,2,8/22/1994,1967711141
30289425,2,5/2/2011,1389835751
30291231,2,3/19/1995,3819957777
30291330,2,4/18/2006,1913784411
30291447,2,10/2/2011,1918913445
30293955,2,9/25/1993,4916673313
30294805,2,6/30/2019,1595614199
30295364,2,11/11/2019,1511736551
30296313,2,8/5/2001,4617715978
30296339,2,5/9/2002,4917887459
30296495,2,4/6/2015,1434914197
30296529,2,1/15/2012,1938844561
30296545,2,2/23/2003,4931171693
30296578,2,3/9/2015,1434914197
30296594,2,5/3/2020,3193756012
30298319,2,5/9/2011,1915686619
30298616,2,10/30/2002,1936733833
30300750,2,8/25/1991,1389835594
30301576,2,1/28/1985,4619432973
30303713,2,4/18/2011,1783714444
30305189,2,5/22/2006,4917747986
30305247,2,10/17/2016,1557755110
30305312,2,8/8/2016,4916653741
30305973,2,7/15/2007,3819959589
30310122,2,2/6/2008,1477684367
30310544,2,9/10/1995,1994933545
30312052,2,1/11/2020,5867149033
30312136,2,2/18/2017,1471735653
30312672,2,5/13/2018,6414715470
30313274,2,12/22/2018,1948849176
30314223,2,4/26/2020,1665978681
30314595,2,1/21/1970,1913776353
30314736,2,6/23/2009,1517616113
30314744,2,5/15/2014,7931187418
30315220,2,10/23/2006,1517616114
30315451,2,3/1/2018,8165735651
30315956,2,9/5/2009,4919635799
30317002,2,10/22/2018,1581674347
30321335,2,5/5/2018,1486787298
30322028,2,2/15/2005,1146937867
30322606,2,4/24/2004,8159484654
30322929,2,7/14/2010,1147947611
30322960,2,6/29/2013,1147947613
30323034,2,12/16/2019,3675136588
30323042,2,5/21/2020,4513995630
30323265,2,6/10/2006,3113333483
30327159,2,7/30/1980,1586644316
30328231,2,6/9/2018,6431645476
30328306,2,3/10/2015,1998883596
30328447,2,9/19/1994,1664863415
30328595,2,3/6/2017,9971799760
30332951,2,8/19/2002,1969743554
30333199,2,1/8/2018,8157663718
30333215,2,9/4/2018,6356178653
30333520,2,4/8/2020,1555835416
30335095,2,12/1/2014,1513914331
30335897,2,9/27/2018,6819858358
30336275,2,3/1/2011,1473186884
30338313,2,6/23/2020,1478734161
30340012,2,2/21/2013,7941773214
30340350,2,4/24/2016,1511736553
30343016,2,6/24/2017,6418634359
30343784,2,5/17/2007,7584172828
30344733,2,12/4/1996,1578633195
30348692,2,12/19/2012,3331497891
30354047,2,3/2/2016,1419973181
30356752,2,1/10/2018,8481689131
30358238,2,12/28/2016,1936655514
30358295,2,1/3/2017,1936655516
30358311,2,1/22/2017,1357955688
30358410,2,1/21/2020,3188113393
30359129,2,6/30/2015,1313655471
30362206,2,2/28/2012,8941995151
30363444,2,10/26/2014,4931169813
30363527,2,3/4/1987,1513633711
30365324,2,2/16/2008,1513633711
30367361,2,7/27/2008,1554633411
30367445,2,1/13/2009,1565844331
30367528,2,7/24/2002,1559613515
30368583,2,4/15/2019,1494867718
30370795,2,9/27/2004,6931354148
30375760,2,6/12/1991,7175866367
30376644,2,3/2/2020,6516747713
30376727,2,1/25/2020,1976714688
30376842,2,11/7/2010,4915666565
30376875,2,1/28/2020,6516747713
30376966,2,3/4/2020,6516747713
30376990,2,3/7/2020,1976714690
30377048,2,1/28/2020,6516747713
30377089,2,1/28/2020,6516747713
30377097,2,3/7/2020,1976714690
30377121,2,3/2/2020,6514747713
30378418,2,5/18/2019,8918776895
30381420,2,6/14/1978,6714713799
30382501,2,8/26/2017,4615799599
30382543,2,12/14/2016,1457784884
30382626,2,11/12/2017,3198764653
30384150,2,10/30/1993,1569756111
30385082,2,6/21/2014,7551495137
30386965,2,1/20/2016,1441715345
30387567,2,10/20/2003,8741713168
30387765,2,2/26/2000,8741713169
30387773,2,11/13/2012,4883139160
30388813,2,5/8/2003,6931343453
30391858,2,12/3/2008,1576936415
30392542,2,9/11/2019,1968914319
30392583,2,10/26/2004,1917654639
30395248,2,5/23/2006,1577653915
30395404,2,12/26/1983,3914347158
30401640,2,7/9/2008,4917814983
30401715,2,12/22/2019,4333157013
30406730,2,10/11/2010,6613733118
30411227,2,7/20/2020,1968948414
30412472,2,10/25/2011,1547916631
30418016,2,3/12/2003,6164883683
30418248,2,9/1/2014,1919753385
30422463,2,5/16/1985,1917753764
30422638,2,9/29/2004,1576944411
30422851,2,1/18/2020,9414813655
30425557,2,3/18/2002,5731115662
30428064,2,11/8/2017,3187411037
30434849,2,7/13/2020,6155673574
30434930,2,6/11/2011,1917718363
30435507,2,3/4/2018,4963199141
30438238,2,7/16/2017,7917637459
30438915,2,7/18/2016,8741713376
30439756,2,12/25/2019,1511767817
30440929,2,8/5/2020,1358914373
30441331,2,1/28/2020,6516747713
30442198,2,9/5/2020,1995844817
30445688,2,7/31/2008,4514115784
30448559,2,5/25/2016,4616159895
30448815,2,10/16/2017,1669614267
30457279,2,9/22/2005,4163857333
30457360,2,11/19/2008,1513715111
30466452,2,11/28/2017,1431663683
30474068,2,12/14/2015,1919817622
30483622,2,12/3/2013,9813683688
30485643,2,11/5/2007,9717773486
30490551,2,4/5/2014,1919633813
30523294,2,8/17/1999,4915644713
30523559,2,11/7/1983,6744131588
30523864,2,7/14/2020,1587766117
30525398,2,3/12/2011,1514734915
30525653,2,8/25/2019,1636715952
30525919,2,10/31/2015,1314813679
30529002,2,5/19/2020,1768964741
30530216,2,2/17/2005,4963199141
30531453,2,7/3/2017,1511849411
30532634,2,1/19/2019,4755158831
30536411,2,12/15/2019,6514873958
30537294,2,6/23/2018,1738994396
30538896,2,7/12/2015,1517753114
30539233,2,1/25/2005,1533864355
30541916,2,6/23/2020,8713753737
30542112,2,12/7/1993,1111111111
30546774,2,10/13/2008,1986944793
30547764,2,3/11/2017,3419699455
30552483,2,4/5/1995,1514643611
30969471,2,2/15/2006,1938738994
30969620,2,8/3/2017,4616879379
30972756,2,8/2/2015,1695713110
30973903,2,5/11/2015,1584913556
30975825,2,1/2/1999,1389743711
30976963,2,3/14/2017,1913844751
30977219,2,11/1/2015,1665815161
30977870,2,2/28/2017,1659943465
30980767,2,4/28/2020,6719985814
30982599,2,5/25/2006,1547916157
30982730,2,5/20/2002,1917733551
30986293,2,2/10/1999,1513814414
30986764,2,8/20/2003,1919944643
30987556,2,11/5/2001,8137131644
30988521,2,8/31/2009,1915654899
30991814,2,11/13/2017,1586764659
30998595,2,3/10/2009,4615111448
31002389,2,4/18/2017,7751663235
31004336,2,3/17/1992,1911638111
31005184,2,7/15/2019,1434853834
31005259,2,8/9/2010,3331495980
31006752,2,6/2/2014,1581643312
31008188,2,8/26/1975,1514945311
31012446,2,6/28/2006,1481747851
31013865,2,10/29/2011,1546733538
31018385,2,4/5/2015,4914716745
31019326,2,7/31/2011,1598817913
31020290,2,2/19/2017,5755143356
31020886,2,7/14/2019,1435673643
31021918,2,6/22/2017,8415682074
31022494,2,1/22/2019,1461751994
31023500,2,8/22/2000,1471695357
31036940,2,2/4/2003,1388143913
31055213,2,2/3/2020,1995843113
31062623,2,2/15/2016,1599936111
31071681,2,6/26/2012,1653795438
31073794,2,1/18/2020,1517843913
31074685,2,7/10/2017,1464645974
31090335,2,4/7/2019,1911914951
31090871,2,1/4/2017,1448944384
31091291,2,12/29/2011,1511766813
31094865,2,9/23/2020,1234567890
31098478,2,7/28/2018,5138684593
31100712,2,2/1/2003,3765170981
31104185,2,6/27/2018,9185867148
31105034,2,9/22/2007,1457874898
31109150,2,4/4/1999,4616159691
31109259,2,10/30/2011,1514645515
31109382,2,2/24/1999,9185896948
31110331,2,6/21/1992,8731654691
31112014,2,10/16/2003,1969734766
31114721,2,11/15/2003,1533635418
31116403,2,11/10/2003,8741717157
31121742,2,2/12/2008,7618844831
31125032,2,8/11/2003,1945894159
31125305,2,3/28/2012,1957617341
31127590,2,10/29/2016,7941678192
31127681,2,11/25/2008,1464646358
31127731,2,9/22/2015,4615836319
31133507,2,8/23/1997,1915956533
31134133,2,12/22/2014,4513813887
31134489,2,7/15/2020,1475894551
31138555,2,5/20/2020,4713986731
31140262,2,6/15/2015,3319789005
31141880,2,5/6/2003,1598738133
31143431,2,10/13/2012,3595187435
31146624,2,7/8/2002,1431663775
31151780,2,1/6/2002,7199158145
31153141,2,7/1/2018,1471791718
31155609,2,9/4/2010,1476956954
31158413,2,8/17/1982,9661785563
31163710,2,2/2/2014,9185635776
31165368,2,10/12/2004,1947914567
31171929,2,2/10/2003,8941995159
31177223,2,10/27/2013,1988655458
31178668,2,9/26/2016,1416613485
31179385,2,11/28/1996,1991613931
31186075,2,7/19/2020,1736654875
31188832,2,4/13/2015,6715617487
31199318,2,12/21/2009,1431694311
31199409,2,5/4/2015,1436937182
31199870,2,6/22/2015,1955857613
31200025,2,3/3/2014,1313655415
31206352,2,9/9/2020,1964836355
31207269,2,5/14/2007,1431694311
31209372,2,7/24/1974,3914347315
31212509,2,8/23/2015,1598738176
31213549,2,4/18/2000,1533758813
31214265,2,11/21/2007,1993873014
31220585,2,6/8/2020,7941665346
31226749,2,7/4/2012,1154713358
31227515,2,9/28/2014,1117714946
31228257,2,9/19/2012,6515638377
31231178,2,6/24/2018,1991953181
31236029,2,8/30/2015,1511943944
31242621,2,3/18/2019,1967954493
31242753,2,2/4/2019,1834178643
31243850,2,2/23/2003,1997746464
31247059,2,3/4/2000,1946953391
31247455,2,10/8/2013,6513966633
31254881,2,11/19/2019,7918893176
31255482,2,11/10/2010,1968634141
31258270,2,11/22/2014,1145743717
31258585,2,7/1/2001,1415814469
31259336,2,8/12/2020,6515684445
31259617,2,12/31/1990,1436844161
31261159,2,8/27/2000,1399733619
31263874,2,7/27/1992,8163814591
31264765,2,4/20/2020,1111111111
31264773,2,6/10/2019,1476777754
31265275,2,8/14/2011,1416935317
31265549,2,6/10/2019,1416935317
31268147,2,12/21/2015,1581873333
31269095,2,9/19/2020,1838838951
31270796,2,2/6/2002,4389177319
31271828,2,4/23/2012,3393165966
31274046,2,8/22/2020,1513643119
31274400,2,10/17/1988,1553718714
31274517,2,5/27/2012,1544835413
31276421,2,5/31/2011,8913735111
31276587,2,7/15/2018,8915736348
31276801,2,6/19/2016,1475987964
31278740,2,2/6/2017,1659637860
31295751,2,10/16/2007,1439914175
31302052,2,4/29/2007,1997836559
31303985,2,2/29/2016,8861733987
31305097,2,11/10/2007,1994733335
31309669,2,9/18/2019,1516695515
31311038,2,9/26/2018,5867148978
31311194,2,5/28/2016,3944196731
31314974,2,7/26/2017,1468714783
31338692,2,7/27/2019,1144833417
31359920,2,12/24/2018,6316891229
31366834,2,12/10/2018,1517633619
31401367,2,4/27/2015,1511734911
31454754,2,4/20/2014,1471754981
31457229,2,2/10/1999,1139815167
31457443,2,8/24/2020,3138734448
31459134,2,6/23/2011,3733193666
31460744,2,6/16/2020,1514936517
31461189,2,5/28/2016,1586764649
31462963,2,2/23/2020,1517633619
31464092,2,4/2/2016,1544943111
31466170,2,11/22/2008,1578749113
31466840,2,8/29/2016,1687749448
31467954,2,9/11/2017,8516953961
31470354,2,11/21/2006,3736176999
31470842,2,2/6/2018,1478853431
31472152,2,12/15/1999,3197995611
31473267,2,10/26/2019,6931889577
31475502,2,6/24/2019,1941633451
31475676,2,7/14/2020,3134993838
31475700,2,11/26/2016,1315843944
31477383,2,6/11/2008,1434674735
31478084,2,1/13/2002,3761416551
31933070,2,10/15/2021,1234567890
31943384,2,6/15/2022,987654321
31943418,2,12/18/1980,4444444444
31947658,2,12/19/1989,7500267990
31953128,2,1/10/1990,3652415896
31955636,2,1/23/2023,1451633516
31977812,2,5/17/2023,1451633516
31985625,2,6/25/2023,1234567899
100020270,2,11/21/2023,1451633516
100033554,2,4/5/2013,9865324558
100035575,2,2/12/2024,4953117955
100036102,2,4/5/2013,9865324558
1,1,12/15/1990,5913614871
2,1,10/14/1977,3652458965
3,1,10/14/1990,3698521471
7,1,12/31/1983,1441973393
18,1,12/15/2022 19:01,3185786611
22,1,1/1/1982,3183614381
59,1,12/15/2022 19:01,1
67,1,12/15/2022 19:05,1469813871
109,1,12/15/2022 19:01,1851734591
125,1,12/15/2022 19:01,1786964681
133,1,12/15/2022 19:01,588
141,1,12/15/2022 19:01,1197975641
158,1,12/15/2022 19:01,1783714113
216,1,12/15/2022 18:52,1513637613
307,1,12/15/2022 19:01,1476697791
331,1,12/15/2022 19:01,265415484
356,1,12/15/2022 18:50,1476697791
422,1,12/15/2022 19:01,1649819611
463,1,12/15/2022 19:01,1456683874
513,1,12/15/2022 19:01,1351839313
562,1,12/15/2022 19:01,1967938755
620,1,12/15/2022 19:01,1474676145
646,1,12/15/2022 19:01,1685974711
661,1,12/15/2022 19:01,1638853661
679,1,12/15/2022 19:01,1783711143
695,1,12/15/2022 19:01,1
729,1,12/15/2022 19:01,1766743493
760,1,12/15/2022 18:23,1665997661
778,1,12/15/2022 19:01,1471787955
810,1,12/15/2022 19:01,1473165373
1016,1,12/15/2022 19:01,1466643171
1032,1,12/15/2022 19:01,1476936411
1289,1,12/15/2022 19:01,1998815853
1479,1,12/15/2022 18:45,3165817567
1545,1,12/15/2022 19:01,1991843813
1735,1,12/15/2022 19:01,17786
1826,1,12/15/2022 19:01,1998857913
2022,1,12/15/2022 19:01,1471787955
2055,1,12/15/2022 18:25,1455954571
2113,1,12/15/2022 19:01,1
2261,1,12/15/2022 19:01,1997966111
2485,1,12/15/2022 19:01,1848859118
2667,1,12/15/2022 19:01,1785917543
3004,1,12/15/2022 19:01,1957756816
3475,1,12/15/2022 19:01,1648634111
3525,1,12/15/2022 19:01,1748714197
3699,1,12/15/2022 19:01,1473743141
4408,1,12/15/2022 19:01,8761968551
5041,1,12/15/2022 19:01,1544755114
5553,1,12/15/2022 19:01,3156956336
6130,1,12/15/2022 19:01,1634666413
7070,1,12/15/2022 19:05,1863849867
7351,1,12/15/2022 19:01,1476974333
7427,1,12/15/2022 18:47,1996817633
7617,1,12/15/2022 19:01,1965934147
8011,1,12/15/2022 19:01,1358669443
8276,1,12/15/2022 19:05,1998155734
9142,1,12/15/2022 19:05,1378866865
9167,1,12/15/2022 19:05,4489114973
9217,1,12/15/2022 18:41,1665736138
9381,1,12/15/2022 19:05,9187934645
13334,1,12/15/2022 19:05,1655784543
13805,1,12/15/2022 19:05,1377779755
14092,1,12/15/2022 18:43,1588615418
14191,1,12/15/2022 18:47,1477967987
14258,1,12/15/2022 19:05,1517864811
14571,1,12/15/2022 18:57,1517864811
14696,1,12/15/2022 19:05,1979744551
14837,1,12/15/2022 19:05,1576966414
15263,1,12/15/2022 19:05,1665643713
15792,1,12/15/2022 19:05,4915753834
15818,1,12/15/2022 19:05,4915753834
15826,1,12/15/2022 19:05,4915753834
15925,1,12/15/2022 19:05,1517864811
16212,1,12/15/2022 19:05,1378866865
16493,1,12/15/2022 19:05,1799654571
16501,1,12/15/2022 19:05,1796954571
16683,1,12/15/2022 19:05,1415636787
16956,1,12/15/2022 19:05,1764635681
18192,1,12/15/2022 19:05,1951775515
18267,1,12/15/2022 19:05,1981764951
18374,1,12/15/2022 18:57,1435854177
19125,1,12/15/2022 19:05,1647896513
19190,1,12/15/2022 19:05,1457855153
19273,1,12/15/2022 19:05,1586818811
19349,1,12/15/2022 19:05,4451865175
20545,1,12/15/2022 19:05,1351799896
20974,1,12/15/2022 18:26,1483943598
21485,1,12/15/2022 19:05,6581777668
21568,1,12/15/2022 19:05,1477778411
21667,1,12/15/2022 19:05,1747653637
22632,1,12/15/2022 19:01,1953753151
22798,1,12/15/2022 18:54,3155863949
22871,1,12/15/2022 18:51,1418814666
22996,1,12/15/2022 18:51,143951141
23648,1,12/15/2022 18:51,1191875641
23697,1,12/15/2022 18:51,1651974834
23747,1,12/15/2022 18:51,1735754731
23762,1,12/15/2022 18:54,1477778443
24950,1,12/15/2022 18:36,1418946481
26245,1,12/15/2022 18:33,1643853663
26419,1,12/15/2022 18:54,1377944968
26575,1,12/15/2022 18:31,16388
27144,1,12/15/2022 19:01,1418815844
27672,1,12/15/2022 19:01,1418814691
28050,1,12/15/2022 19:01,1197975641
28266,1,12/15/2022 18:51,1197975641
28274,1,12/15/2022 18:51,3939283657
28878,1,12/15/2022 18:51,1
29033,1,12/15/2022 18:51,1474876119
29421,1,12/15/2022 19:01,1845617697
29512,1,12/15/2022 19:05,1965934147
29561,1,12/15/2022 19:05,1915919514
29942,1,12/15/2022 19:01,1438864413
30999,1,12/15/2022 19:01,3766177843
31245,1,12/15/2022 19:05,1569633813
31559,1,12/15/2022 19:01,1434875687
32086,1,12/15/2022 18:51,1659754547
33779,1,12/15/2022 18:32,1876634778
34868,1,12/15/2022 18:54,1
35428,1,12/15/2022 19:01,1619958113
35808,1,12/15/2022 18:52,1783963649
36053,1,12/15/2022 18:51,1998867381
37481,1,12/15/2022 18:54,1861883557
37762,1,12/15/2022 18:54,1998863463
39248,1,12/15/2022 18:41,1967736318
39255,1,12/15/2022 18:46,1953686613
39933,1,12/15/2022 18:54,8517713881
39941,1,12/15/2022 18:46,1393645731
40055,1,12/15/2022 19:01,1514646611
40287,1,12/15/2022 18:50,1
40402,1,12/15/2022 18:52,1465896336
40873,1,12/15/2022 19:01,1965654413
41855,1,12/15/2022 18:52,1859998168
42564,1,12/15/2022 18:54,1461944941
43133,1,12/15/2022 19:01,1595744411
43497,1,12/15/2022 18:52,1431685114
43976,1,12/15/2022 18:21,1541698416
44933,1,12/15/2022 18:54,1984813665
45179,1,12/15/2022 18:54,1914853784
45435,1,12/15/2022 18:54,1448843512
46102,1,12/15/2022 18:51,6334515657
46219,1,12/15/2022 19:01,3317198381
46821,1,12/15/2022 19:05,3166646431
47068,1,12/15/2022 18:52,1475886636
47217,1,12/15/2022 18:52,6917687737
48058,1,12/15/2022 18:33,1419773581
48108,1,12/15/2022 18:33,1484747953
49262,1,12/15/2022 18:52,1353975968
49932,1,12/15/2022 19:05,1173963946
50138,1,12/15/2022 18:52,1178853163
50484,1,12/15/2022 18:34,1413717615
50583,1,12/15/2022 19:05,1948764641
50930,1,12/15/2022 18:43,3818847198
50997,1,12/15/2022 18:33,1981955613
52092,1,12/15/2022 19:05,1651114583
53728,1,12/15/2022 18:33,1863637758
55988,1,12/15/2022 18:34,1646847411
56150,1,12/15/2022 18:52,8164985131
57141,1,12/15/2022 18:34,6581767778
58909,1,12/15/2022 18:33,1651886333
60178,1,12/15/2022 19:01,1868745643
60384,1,12/15/2022 18:33,1547715711
60467,1,12/15/2022 18:33,1353955568
60814,1,12/15/2022 19:01,5661753989
60863,1,12/15/2022 19:01,1911973648
60988,1,12/15/2022 18:25,1876753586
61093,1,12/15/2022 18:33,1913871111
62661,1,12/15/2022 19:01,166713713
63123,1,12/15/2022 19:01,1671947411
63305,1,12/15/2022 18:33,1661843711
64105,1,12/15/2022 18:33,1484755786
64154,1,12/15/2022 18:33,1388836138
64345,1,12/15/2022 18:33,1554945811
64501,1,12/15/2022 18:33,1998816313
64683,1,12/15/2022 19:01,1669717881
65458,1,12/15/2022 19:01,1957663673
67330,1,12/15/2022 18:48,1958646984
67512,1,12/15/2022 18:33,1964935871
68056,1,12/15/2022 18:33,1957917711
68155,1,12/15/2022 18:34,193957518
69617,1,12/15/2022 18:33,1646815411
69906,1,12/15/2022 18:33,1435864516
69948,1,12/15/2022 18:33,1786966953
70045,1,12/15/2022 18:33,1116959741
70433,1,12/15/2022 18:29,176634518
71670,1,12/15/2022 18:26,1451764381
72009,1,12/15/2022 18:26,1787754651
72082,1,12/15/2022 18:21,1764994119
72207,1,12/15/2022 18:23,1631648614
72280,1,12/15/2022 18:26,3198973974
72322,1,12/15/2022 18:48,1953776151
72330,1,12/15/2022 18:26,1747983631
73650,1,12/15/2022 18:50,8163885463
73676,1,12/15/2022 19:01,8713979191
73874,1,12/15/2022 19:01,4336196457
73973,1,12/15/2022 19:05,1178653943
74195,1,12/15/2022 19:05,1611945315
74476,1,12/15/2022 19:05,1586949341
74609,1,12/15/2022 19:05,3154765317
74781,1,12/15/2022 18:50,1678635641
75101,1,12/15/2022 18:26,8164985131
75176,1,12/15/2022 18:26,8166756571
75275,1,12/15/2022 19:05,1463735783
75440,1,12/15/2022 19:05,1685665813
75762,1,12/15/2022 19:05,8345155619
75887,1,12/15/2022 19:05,8194888884
76208,1,12/15/2022 19:05,8165774611
76224,1,12/15/2022 18:57,8165774611
76687,1,12/15/2022 19:05,1678958677
76836,1,12/15/2022 18:21,1964945317
76869,1,12/15/2022 19:05,1371676785
77867,1,12/15/2022 18:26,8195766376
78022,1,12/15/2022 18:24,8176614781
79897,1,12/15/2022 19:01,1413834964
80226,1,12/15/2022 18:29,1
80390,1,12/15/2022 19:01,1953755459
80556,1,12/15/2022 19:01,8164985131
80713,1,12/15/2022 18:48,1664966591
80838,1,12/15/2022 18:26,1998963994
81356,1,12/15/2022 18:26,6673253214
81380,1,12/15/2022 18:26,1741844363
82149,1,12/15/2022 19:01,1988774111
82248,1,12/15/2022 19:01,1478748179
82313,1,12/15/2022 19:01,1388975557
82339,1,12/15/2022 19:01,4514794953
83188,1,12/15/2022 18:26,1444963461
83378,1,12/15/2022 18:26,8168645475
83386,1,12/15/2022 18:26,8163964845
84087,1,12/15/2022 18:29,1565637711
84111,1,12/15/2022 18:26,1635756391
